source_url,source_host,archive_url,archive_service,link_text,path,link_count,warc,offset,inflated_length,deflated_length
http://www.kopfbahnhof-21.de/die-bahn-im-falschen-film/,www.kopfbahnhof-21.de,https://web.archive.org/web/*/www.kopfbahnhof-21.de,InternetArchive,alte Homepage,A@/href,58,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,143836455,37294,
http://www.samshield.com/fr/tag/vdl-groep-verdi/,www.samshield.com,http://web.archive.org/web/20190113115702/mailto:contact@samshield.fr,InternetArchive,contact@samshield.fr,A@/href,50,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,162795335,37196,
http://xymphora.blogspot.com/?widgetType=BlogArchive&widgetId=BlogArchive1&action=toggle&dir=open&toggle=MONTHLY-1022904000000&toggleopen=MONTHLY-1598932800000,xymphora.blogspot.com,https://archive.is/iN5l7,ArchiveToday,secretly airlifting weapons,A@/href,1174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,180323847,397262,
http://xymphora.blogspot.com/?widgetType=BlogArchive&widgetId=BlogArchive1&action=toggle&dir=open&toggle=MONTHLY-1022904000000&toggleopen=MONTHLY-1598932800000,xymphora.blogspot.com,https://archive.is/BkrSA,ArchiveToday,Muslim country,A@/href,1174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,180323847,397262,
https://15mpedia.org/wiki/Alfara_del_Patriarca_(Valencia),15mpedia.org,https://web.archive.org/web/*/http://www.just.gva.es/pls/civisc/p_civis.municipios?codcat=46025,InternetArchive,,A@/href,469,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,183337851,74685,
https://als.m.wikipedia.org/wiki/Lesotho,als.m.wikipedia.org,https://web.archive.org/web/20180408225354/http://gov.ls/,InternetArchive,Offiziälli Websyte vu dr Regierig vu Lesotho,A@/href,709,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,199659226,161032,
https://als.m.wikipedia.org/wiki/Lesotho,als.m.wikipedia.org,https://web.archive.org/web/20151208092510/http://laenderdatenbank.weltbevoelkerung.de/indikator/bevoelkerung15,InternetArchive,Datebank vu weltbevoelkerung.de.,A@/href,709,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,199659226,161032,
https://als.m.wikipedia.org/wiki/Lesotho,als.m.wikipedia.org,https://web.archive.org/web/20151220020524/http://laenderdatenbank.weltbevoelkerung.de/indikator/muettersterblichkeit,InternetArchive,Datebank vu weltbevoelkerung.de.,A@/href,709,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,199659226,161032,
https://als.m.wikipedia.org/wiki/Lesotho,als.m.wikipedia.org,https://web.archive.org/web/20180806145432/http://www.state.gov/j/drl/rls/irf/2007/90104.htm,InternetArchive,Lesotho. International Religious Freedom Report 2007,A@/href,709,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,199659226,161032,
https://als.m.wikipedia.org/wiki/Lesotho,als.m.wikipedia.org,https://archive.is/20120712034605/http://196.202.240.21/usaweb/about/direct_rule.php,ArchiveToday,Website vu dr US-Botschaft vu Lesotho zue dr Gschicht vu Lesotho,A@/href,709,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,199659226,161032,
https://als.m.wikipedia.org/wiki/Lesotho,als.m.wikipedia.org,https://web.archive.org/web/20180317164906/http://www.citypopulation.de/Lesotho_d.html,InternetArchive,"Lesotho: Distrikte & Städte - Einwohnerzahlen, Karten, Grafiken, Wetter und Web-Informationen.",A@/href,709,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,199659226,161032,
https://apagroup.az/mukafatlar/459,apagroup.az,https://web.archive.org/web/20180608164320/http://apa.az/,InternetArchive,APA,A@/href,56,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,204389302,24017,
https://apagroup.az/mukafatlar/459,apagroup.az,https://web.archive.org/web/20180608164320/http://apa.az/,InternetArchive,APA,A@/href,56,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,204389302,24017,
https://apagroup.az/mukafatlar/459,apagroup.az,https://web.archive.org/web/20180608164320/http://apa.az/,InternetArchive,APA,A@/href,56,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,204389302,24017,
https://ar.wikipedia.org/wiki/%D8%B5%D9%81%D9%8A%D8%B1_(%D9%81%D8%B9%D9%84),ar.wikipedia.org,https://web.archive.org/web/20101111201803/http://www.wssb.wa.gov/Content/Classrooms/tate/content/freshman/Things%20Fall%20Apart/ch-2.htm,InternetArchive,"""Things Fall Apart – Ch 2""",A@/href,174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,207140587,62602,
https://ar.wikipedia.org/wiki/%D8%B5%D9%81%D9%8A%D8%B1_(%D9%81%D8%B9%D9%84),ar.wikipedia.org,https://web.archive.org/web/20160303230704/http://www.experienceproject.com/stories/Am-Armenian/434740,InternetArchive,"""Evil Eye...... Growing Up""",A@/href,174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,207140587,62602,
https://ar.wikipedia.org/wiki/%D8%B5%D9%81%D9%8A%D8%B1_(%D9%81%D8%B9%D9%84),ar.wikipedia.org,https://web.archive.org/web/20120418072811/http://books.google.com/books/about/Whistled_languages.html?id=l1RiAAAAMAAJ,InternetArchive,نسخة محفوظة,A@/href,174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,207140587,62602,
https://ar.wikipedia.org/wiki/%D8%B5%D9%81%D9%8A%D8%B1_(%D9%81%D8%B9%D9%84),ar.wikipedia.org,https://web.archive.org/web/20060923022039/http://academic.sun.ac.za/as/journals/akro/Akro45/vanstekln.pdf,InternetArchive,"""Whistling in Antiquity""",A@/href,174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,207140587,62602,
https://ar.wikipedia.org/wiki/%D8%B5%D9%81%D9%8A%D8%B1_(%D9%81%D8%B9%D9%84),ar.wikipedia.org,https://web.archive.org/web/20161009120421/http://www.1964fchs.com/museum.html,InternetArchive,International Whistlers Museum,A@/href,174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,207140587,62602,
https://az.wikipedia.org/wiki/H%C9%99s%C9%99nk%C9%99nd,az.wikipedia.org,https://web.archive.org/save/http://www.ebooks.az/download/pe14UjKT.pdf,InternetArchive,PDF versiyası,A@/href,191,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,216394530,57509,
https://cooking.sundown360.com/pork-butt-smoked-at-sundown-dec-28-2015/,cooking.sundown360.com,https://web.archive.org/web/20150915111431/http://www.susanminor.org/forums/forumdisplay.php?180-Our-Time-Tested-and-Proven-Recipes,InternetArchive,Susan Minor's site at WayBackMachine,A@/href,724,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,266719447,173369,
https://cooking.sundown360.com/toms-fried-chicken-development/,cooking.sundown360.com,https://web.archive.org/web/20150915111431/http://www.susanminor.org/forums/forumdisplay.php?180-Our-Time-Tested-and-Proven-Recipes,InternetArchive,Susan Minor's site at WayBackMachine,A@/href,722,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,266766846,170504,
https://cs.m.wikipedia.org/wiki/Impaktn%C3%AD_kr%C3%A1ter,cs.m.wikipedia.org,https://web.archive.org/web/20100131105503/http://mesic.astronomie.cz/mesicni-kratery.htm,InternetArchive,impaktní krátery na Měsíci,A@/href,146,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,269705610,46213,
https://cy.m.wikipedia.org/wiki/Cymdeithas_yr_Iaith_Gymraeg,cy.m.wikipedia.org,https://web.archive.org/web/20130510230203/http://www.llgc.org.uk/ymgyrchu/Iaith/TyngedIaith/index.htm,InternetArchive,"Tynged yr Iaith, Cymdeithas yr Iaith Gymraeg, S4C, Deddf Iaith",A@/href,268,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,271290436,86762,
https://cy.m.wikipedia.org/wiki/Cymdeithas_yr_Iaith_Gymraeg,cy.m.wikipedia.org,https://web.archive.org/web/20130510230203/http://www.llgc.org.uk/ymgyrchu/Iaith/TyngedIaith/index.htm#Tynged,InternetArchive,"""Ymgyrchu! - Tynged yr Iaith, Cymdeithas yr Iaith Gymraeg, S4C, Deddf Iaith""",A@/href,268,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,271290436,86762,
https://cy.m.wikipedia.org/wiki/Cymdeithas_yr_Iaith_Gymraeg,cy.m.wikipedia.org,https://web.archive.org/web/20130510230203/http://www.llgc.org.uk/ymgyrchu/Iaith/TyngedIaith/index.htm,InternetArchive,"""Tynged yr Iaith""",A@/href,268,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,271290436,86762,
https://cy.m.wikipedia.org/wiki/Cymdeithas_yr_Iaith_Gymraeg,cy.m.wikipedia.org,https://web.archive.org/web/20130510230203/http://www.llgc.org.uk/ymgyrchu/Iaith/TyngedIaith/index.htm,InternetArchive,"""Ymgyrchu! - Tynged yr Iaith, Cymdeithas yr Iaith Gymraeg, S4C, Deddf Iaith""",A@/href,268,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,271290436,86762,
https://dblp.dagstuhl.de/rec/conf/itcs2/ShiehCHY13.html,dblp.dagstuhl.de,https://web.archive.org,InternetArchive,,A@/href,151,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,275211592,34481,
https://dblp.org/pid/234/4600.html,dblp.org,https://web.archive.org,InternetArchive,,A@/href,237,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,275219968,44864,
https://dblp.org/pid/52/2675.html,dblp.org,https://web.archive.org,InternetArchive,,A@/href,1832,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,275229836,269923,
https://ejbron.wordpress.com/2015/09/25/in-zweden-escaleert-de-situatie-dagelijks-4000-asielzoekers/,ejbron.wordpress.com,http://web.archive.org/web/20130530002338/http://hvv.amsterdampost.nl/HVV/www.hetvrijevolk.com/index5158.html?pagina=119&AuthorID=123,InternetArchive,HVV-archief E.J. Bron,A@/href,461,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,302093722,207204,
https://ejbron.wordpress.com/2019/05/12/tweet-van-geert-48/?like_comment=921550&_wpnonce=484e821bf6,ejbron.wordpress.com,http://web.archive.org/web/20130530002338/http://hvv.amsterdampost.nl/HVV/www.hetvrijevolk.com/index5158.html?pagina=119&AuthorID=123,InternetArchive,HVV-archief E.J. Bron,A@/href,678,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,302142987,293812,
https://el.wikipedia.org/wiki/6%CE%BF_%CE%94%CE%B7%CE%BC%CE%BF%CF%84%CE%B9%CE%BA%CF%8C_%CE%94%CE%B9%CE%B1%CE%BC%CE%AD%CF%81%CE%B9%CF%83%CE%BC%CE%B1_%CE%A0%CE%B1%CF%81%CE%B9%CF%83%CE%B9%CE%BF%CF%8D,el.wikipedia.org,https://web.archive.org/web/20191121003520/https://www.mairie06.paris.fr/,InternetArchive,ιστοσελίδα του Δημαρχείου του 6ου διαμερίσματος,A@/href,259,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,302835492,109046,
https://en.m.wikipedia.org/wiki/Booker_Prize,en.m.wikipedia.org,https://web.archive.org/web/20101202172535/http://themanbookerprize.com/news/stories/1317,InternetArchive,"""The Lost Man Booker Prize announced""",A@/href,634,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307677339,170285,
https://en.m.wikipedia.org/wiki/Booker_Prize,en.m.wikipedia.org,https://web.archive.org/web/20050227170112/http://sawnet.org/news/news220.html,InternetArchive,"""Popularity pays off for Roy""",A@/href,634,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307677339,170285,
https://en.m.wikipedia.org/wiki/Booker_Prize,en.m.wikipedia.org,https://web.archive.org/web/20070929040559/http://www.turbobooksnob.com/,InternetArchive,A primer on the Man Booker Prize and critical review of literature,A@/href,634,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307677339,170285,
https://en.m.wikipedia.org/wiki/Booker_Prize,en.m.wikipedia.org,https://web.archive.org/web/20130915095000/http://artupdate.com/en/man-booker-prize-2013-longlist-shortlist/,InternetArchive,"Man Booker Prize 2013 Longlist announced 23 July 2013, updated with Shortlist 10 September 2013",A@/href,634,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307677339,170285,
https://en.m.wikipedia.org/wiki/Pop_City,en.m.wikipedia.org,https://web.archive.org/web/20150924122637/http://www.post-gazette.com/business/technology/2006/03/04/Bits-Bytes-Sewickley-venture-capitalist-preparing-another-fund.html,InternetArchive,"""Bits&Bytes: Sewickley venture capitalist preparing another fund""",A@/href,87,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307714456,34906,
https://en.m.wikipedia.org/wiki/Pop_City,en.m.wikipedia.org,https://web.archive.org/web/20140209062059/http://popcitymedia.com/about/about.aspx,InternetArchive,"""About Pop City""",A@/href,87,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307714456,34906,
https://en.m.wikipedia.org/wiki/Pop_City,en.m.wikipedia.org,https://web.archive.org/web/20140202102256/http://www.post-gazette.com/local/south/2007/12/13/Web-site-aims-to-advance-region-by-highlighting-neighborhoods.html,InternetArchive,"""Web site aims to advance region by highlighting neighborhoods""",A@/href,87,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307714456,34906,
https://en.m.wikipedia.org/wiki/Pop_City,en.m.wikipedia.org,https://web.archive.org/web/20150924122637/http://www.post-gazette.com/business/technology/2006/03/04/Bits-Bytes-Sewickley-venture-capitalist-preparing-another-fund.html,InternetArchive,"""Bits&Bytes: Sewickley venture capitalist preparing another fund""",A@/href,87,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,307714456,34906,
https://en.wikipedia.org/wiki/15_equal_temperament,en.wikipedia.org,https://web.archive.org/web/20080704060740/http://sonic-arts.org/darreg/dar35.htm,InternetArchive,"Ivor Darreg, ""15-TONE SCALE SYSTEM"" (1991)",A@/href,436,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,308054495,110533,
https://en.wikipedia.org/wiki/15_equal_temperament,en.wikipedia.org,https://web.archive.org/web/20121025054304/http://home.comcast.net/~brentishere/15noteequaltempermenttutorial.html,InternetArchive,"Brewt: ""Fifteen note equal temperament tutorial""",A@/href,436,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,308054495,110533,
https://es.m.wikipedia.org/wiki/Academia_de_las_Ciencias_Francesa,es.m.wikipedia.org,https://web.archive.org/web/20070606221648/http://www.academie-sciences.fr/membres/in_memoriam/in_memoriam_liste_alphabetique.htm,InternetArchive,Página con la lista completa de los miembros de la Academia,A@/href,119,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312345092,50987,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,https://web.archive.org/web/20101011050734/http://www.avl.gva.es/PDF/Diccionari/Gentilici.pdf,InternetArchive,«Els gentilicis valencians»,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,//web.archive.org/web/*/http://www.elmundo.es/comuni*dad-valenciana/2015/06/13/557c160a268e3e64338b4572.html,InternetArchive,historial,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,//web.archive.org/web/2/http://www.elmundo.es/comuni*dad-valenciana/2015/06/13/557c160a268e3e64338b4572.html,InternetArchive,última versión,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,https://web.archive.org/web/20180814001843/https://www.holiday-weather.com/benidorm/history/,InternetArchive,«History of Benidorm. Holiday Guide for Benidorm»,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,//web.archive.org/web/*/%7B%7B%7B1%7D%7D%7D,InternetArchive,historial,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,//web.archive.org/web/2/%7B%7B%7B1%7D%7D%7D,InternetArchive,última versión,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,https://web.archive.org/web/20090311233825/http://www.ine.es/intercensal/index,InternetArchive,«INEbase. Alteraciones de los municipios»,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,https://web.archive.org/web/20090813054947/http://www.ine.es/inebase2/leer.jsp?L=0&divi=DPOP&his=0,InternetArchive,««Series de población de los municipios de España desde 1996.»»,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,https://web.archive.org/web/20140826133734/http://www.guia-de-benidorm.com/es/Playas/la-isla-de-benidorm.htm,InternetArchive,«La Isla de Benidorm»,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://es.m.wikipedia.org/wiki/Benidorm,es.m.wikipedia.org,https://web.archive.org/web/20150925081004/http://www.aefe.fr/pedagogie/formation-continue/home-formation-continue/europe-iberique/les-donnees-de-la-zone-europe-iberique,InternetArchive,«Les données de la zone Europe Ibérique»,A@/href,637,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,312361463,195970,
https://eso.org/public/brazil/images/ann12013a/,eso.org,https://web.archive.org/web/20190722044743/http://www.sterrenlab.com/camps/eso-astronomy-camp-2016/,InternetArchive,ESO Astronomy Camp 2016,A@/href,708,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,314507046,120033,
https://eso.org/public/brazil/images/ann12013a/,eso.org,https://web.archive.org/web/20190810160701/http://www.sterrenlab.com/camps/eso-astronomy-camp-2015/,InternetArchive,ESO Astronomy Camp 2015,A@/href,708,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,314507046,120033,
https://eso.org/public/brazil/images/ann12013a/,eso.org,https://web.archive.org/web/20190321214717/http://www.sterrenlab.com/camps/eso-astronomy-camp-2014/,InternetArchive,ESO Astronomy Camp 2014,A@/href,708,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,314507046,120033,
https://eso.org/public/netherlands/about-eso/travel/guesthouse/?lang,eso.org,https://web.archive.org/web/20190722044743/http://www.sterrenlab.com/camps/eso-astronomy-camp-2016/,InternetArchive,ESO Astronomy Camp 2016,A@/href,696,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,314526971,118781,
https://eso.org/public/netherlands/about-eso/travel/guesthouse/?lang,eso.org,https://web.archive.org/web/20190810160701/http://www.sterrenlab.com/camps/eso-astronomy-camp-2015/,InternetArchive,ESO Astronomy Camp 2015,A@/href,696,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,314526971,118781,
https://eso.org/public/netherlands/about-eso/travel/guesthouse/?lang,eso.org,https://web.archive.org/web/20190321214717/http://www.sterrenlab.com/camps/eso-astronomy-camp-2014/,InternetArchive,ESO Astronomy Camp 2014,A@/href,696,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,314526971,118781,
https://fa.m.wikipedia.org/wiki/%D9%87%D8%B2%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86,fa.m.wikipedia.org,https://web.archive.org/web/20100313120733/http://www.indiana.edu/%7Eafghan/maps/afghanistan_ethnolinguistic_map_1997.jpg,InternetArchive,«نسخه آرشیو شده»,A@/href,174,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,318950345,60810,
https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AC%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),fa.wikipedia.org,https://archive.today/20130426185701/http://www.iransos.com/maghaleh/05.08/goftego_ba_marjan.htm,ArchiveToday,««گفتگو با مرجان، خوانندهٔ پرآوازه در آمریکا»»,A@/href,531,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,319028029,148302,
https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AC%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),fa.wikipedia.org,http://web.archive.org/web/20130414185055/http://iranold.net/Singer/Marjan/Marjan-Ey%20Shekasteh.htm,InternetArchive,«مرجان»,A@/href,531,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,319028029,148302,
https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AC%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),fa.wikipedia.org,https://web.archive.org/web/20200618235541/http://www.javanan.com/2020-06-14-05-57-10,InternetArchive,«پرواز ابدی مرجان»,A@/href,531,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,319028029,148302,
https://hoaxteadresearch.wordpress.com/2017/04/12/if-we-really-were-the-illuminati/?like_comment=64992&_wpnonce=3fd3b1484b,hoaxteadresearch.wordpress.com,http://archive.is/EEcY4,ArchiveToday,Kristie Sue Costa’s latest ridiculous blog,A@/href,861,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,359118425,356910,
https://hu.wikipedia.org/wiki/%C3%96rm%C3%A9nyorsz%C3%A1g_az_1994._%C3%A9vi_t%C3%A9li_olimpiai_j%C3%A1t%C3%A9kokon,hu.wikipedia.org,https://web.archive.org/web/20120829035342/http://www.sports-reference.com/olympics/countries/ARM/winter/1994/,InternetArchive,Armenia at the 1994 Lillehammer Winter Games,A@/href,200,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,363178473,65368,
https://ja.wikipedia.org/wiki/%E3%83%A0%E3%82%B9%E3%83%AA%E3%83%A0%E5%90%8C%E8%83%9E%E5%9B%A3,ja.wikipedia.org,https://web.archive.org/web/20110131060313/http://mainichi.jp/select/world/news/20110128dde001030006000c.html,InternetArchive,エジプト：反政府デモ　エルバラダイ氏が帰国、参加へ　地方で銃撃戦,A@/href,1257,CC-MAIN-20201019145901-20201019175901-00000.warc.gz,379056311,306860,
